,Book_name,writers,rating,description,url,num_ratings,num_reviews,info_book,publicacion
451,The Locked Door,Freida McFadden,4.02,"Some doors are locked for a reason…

While eleven-year-old Nora Davis was up in her bedroom doing homework, she had no idea her father was killing women in the basement.

Until the day the police arrived at their front door.

Decades later, Nora’s father is spending his life behind bars, and Nora is a successful surgeon with a quiet, solitary existence. Nobody knows her father was a notorious serial killer. And she intends to keep it that way.

Then Nora discovers one of her young female patients has been murdered. In the same unique and horrific manner that her father used to kill his victims.

Somebody knows who Nora is. Somebody wants her to take the fall for this unthinkable crime. But she’s not a killer like her father. The police can’t pin anything on her.

As long as they don’t look in her basement.",https://www.goodreads.com/book/show/123193218-ward-d,"391,837","28,909","313 pages, Kindle Edition"," First published June 1, 2021"
452,One by One,Freida McFadden,3.9,"One by one, they will get what they deserve...

A night spent sleeping on dirt and leaves is not how Claire Matchett expected to spend her vacation.

She thought this would be a break from the stresses of work and raising her young children. A chance to repair her damaged marriage. A week of hiking and hot tubs with two other couple friends. It sounded like heaven.

Then Claire’s minivan breaks down on a lonely dirt road. With no cell reception, the group has no choice but to hike the rest of the way to their hotel. But it turns out the woods aren’t as easy to navigate as they thought.

Hours later, they are lost. Hopelessly lost.

And as they navigate deeper into the woods, the members of their party are struck down mysteriously one by one. Has a wild animal been hunting them? Or is the hunter one of them?

But as more time passes, one thing becomes clear:

Only one of them will return home alive.",https://www.goodreads.com/book/show/57795665-the-locked-door,"266,374","19,710","295 pages, Kindle Edition"," First published July 13, 2020"
453,One Dark Window,Rachel Gillig,4.29,"Elspeth needs a monster. The monster might be her.

Elspeth Spindle needs more than luck to stay safe in the eerie, mist-locked kingdom of Blunder—she needs a monster. She calls him the Nightmare, an ancient, mercurial spirit trapped in her head. He protects her. He keeps her secrets.

But nothing comes for free, especially magic.

When Elspeth meets a mysterious highwayman on the forest road, her life takes a drastic turn. Thrust into a world of shadow and deception, she joins a dangerous quest to cure Blunder from the dark magic infecting it. And the highwayman? He just so happens to be the King’s nephew, Captain of the most dangerous men in Blunder…and guilty of high treason.

Together they must gather twelve Providence Cards—the keys to the cure. But as the stakes heighten and their undeniable attraction intensifies, Elspeth is forced to face her darkest secret yet: the Nightmare is slowly taking over her mind. And she might not be able to stop him.",https://www.goodreads.com/book/show/54197718-one-by-one,"328,090","47,123","399 pages, Paperback"," First published September 27, 2022"
454,Two Twisted Crowns,Rachel Gillig,4.43,"In the luscious, dark sequel to One Dark Window, Elspeth must face the consequences of what she's wrought - perfect for readers of Hannah Whitten's For the Wolf and Alexis Henderson's The Year of the Witching.

Elspeth and Ravyn have gathered most of the twelve Providence Cards, but the last, and most important one remains to be found: The Twin Alders.

If they are going to find it before the Solstice and cure the kingdom of the dark magic infecting it, they will need to journey beyond the dangerous mist-cloaked forest that surrounds their kingdom.

And the only one who can lead them there is the monster that shares Elspeth's head. The Nightmare. And he's not eager to share any longer.",https://www.goodreads.com/book/show/58340706-one-dark-window,"237,337","33,139","437 pages, Paperback"," First published October 17, 2023"
455,Hidden Pictures,Jason Rekulak,4.16,"A wildly inventive spin on the supernatural thriller, about a woman working as a nanny for a young boy with strange and disturbing secrets.

Mallory Quinn is fresh out of rehab when she takes a job as a babysitter for Ted and Caroline Maxwell. She is to look after their five-year-old son, Teddy.

Mallory immediately loves it. She has her own living space, goes out for nightly runs, and has the stability she craves. And she sincerely bonds with Teddy, a sweet, shy boy who is never without his sketchbook and pencil. His drawings are the usual fare: trees, rabbits, balloons. But one day, he draws something different: a man in a forest, dragging a woman’s lifeless body.

Then, Teddy’s artwork becomes increasingly sinister, and his stick figures quickly evolve into lifelike sketches well beyond the ability of any five-year-old. Mallory begins to wonder if these are glimpses of a long-unsolved murder, perhaps relayed by a supernatural force.

Knowing just how crazy it all sounds, Mallory nevertheless sets out to decipher the images and save Teddy before it’s too late.",https://www.goodreads.com/book/show/63910262-two-twisted-crowns,"387,215","41,180","372 pages, Hardcover"," First published May 10, 2022"
456,Home Is Where the Bodies Are,Jeneva Rose,3.82,"From New York Times bestselling author of The Perfect Marriage and You Shouldn’t Have Come Here comes a chilling family thriller about the (sometimes literal) skeletons in the closet.

After their mother passes, three estranged siblings reunite to sort out her estate. Beth, the oldest, never left home. She stayed with her mom, caring for her until the very end. Nicole, the middle child, has been kept at arm’s length due to her ongoing battle with a serious drug addiction. Michael, the youngest, lives out of state and hasn’t been back to their small Wisconsin town since their father ran out on them seven years before.

While going through their parent’s belongings, the siblings stumble upon a collection of home videos and decide to revisit those happier memories. However, the nostalgia is cut short when one of the VHS tapes reveals a night back in 1999 that none of them have any recollection of. On screen, their father appears covered in blood. What follows is a dead body and a pact between their parents to get rid of it, before the video abruptly ends.

Beth, Nicole, and Michael must now decide whether to leave the past in the past or uncover the dark secret their mother took to her grave.",https://www.goodreads.com/book/show/58724923-hidden-pictures,"153,330","17,692","264 pages, Hardcover"," First published April 30, 2024"
457,The Last One at the Wedding,Jason Rekulak,3.66,"From the bestselling author of Hidden Pictures comes a breathtaking work of suspense about a father trying to save his daughter from a life-altering decision that will put everything he loves on the line.

Frank Szatowski is shocked when his daughter, Maggie, calls him for the first time in three years. He was convinced that their estrangement would become permanent. He’s even more surprised when she invites him to her upcoming wedding in New Hampshire. Frank is ecstatic, and determined to finally make things right.

He arrives to find that the wedding is at a private estate—very secluded, very luxurious, very much out of his league. It seems that Maggie failed to mention that she’s marrying Aidan Gardner, the son of a famous tech billionaire. Feeling desperately out of place, Frank focuses on reconnecting with Maggie and getting to know her new family. But it’s difficult: Aidan is withdrawn and evasive; Maggie doesn’t seem to have time for him; and he finds that the locals are disturbingly hostile to the Gardners. Frank needs to know more about this family his daughter is marrying into, but if he pushes too hard, he could lose Maggie forever.

An edge-of-your-seat thriller that delves deep into the heart of one family, is a work of brilliant suspense from a true modern master.",https://www.goodreads.com/book/show/194020321-home-is-where-the-bodies-are,"27,986","4,191","352 pages, Hardcover"," First published October 8, 2024"
458,You Shouldn't Have Come Here,Jeneva Rose,3.34,"Grace Evans, an overworked New Yorker looking for a total escape from her busy life, books an Airbnb on a ranch in the middle of Wyoming. When she arrives, she's pleasantly surprised to find that the owner is a handsome man by the name of Calvin Wells. But there are things Grace discovers that she's not too pleased about: A lack of cell phone service. A missing woman. And a feeling that something isn't right with the town.

Despite her uneasiness and misgivings from Calvin's friends and family, the two grow close and start to fall for one another. However, as her departure date nears, things between them start to change for the worse. Grace grows wary of Calvin as his infatuation for her seems to turn into obsession. Calvin fears that Grace is hiding something from him.

Told from dual points of view, is a thrill ride and a cautionary tale of what can go wrong when you open up your house and your heart to a total stranger.",https://www.goodreads.com/book/show/203579177-the-last-one-at-the-wedding,"186,448","22,853","292 pages, Hardcover"," First published April 25, 2023"
459,Middle of the Night,Riley Sager,3.7,"In the latest jaw-dropping thriller from New York Times bestselling author Riley Sager, a man must contend with the long-ago disappearance of his childhood best friend—and the dark secrets lurking just beyond the safe confines of his picture-perfect neighborhood.

The worst thing to ever happen on Hemlock Circle occurred in Ethan Marsh’s backyard. One July night, ten-year-old Ethan and his best friend and neighbor, Billy, fell asleep in a tent set up on a manicured lawn in a quiet, quaint New Jersey cul de sac. In the morning, Ethan woke up alone. During the night, someone had sliced the tent open with a knife and taken Billy. He was never seen again.

Thirty years later, Ethan has reluctantly returned to his childhood home. Plagued by bad dreams and insomnia, he begins to notice strange things happening in the middle of the night. Someone seems to be roaming the cul de sac at odd hours, and signs of Billy’s presence keep appearing in Ethan’s backyard. Is someone playing a cruel prank? Or has Billy, long thought to be dead, somehow returned to Hemlock Circle?

The mysterious occurrences prompt Ethan to investigate what really happened that night, a quest that reunites him with former friends and neighbors and leads him into the woods that surround Hemlock Circle. Woods where Billy claimed monsters roamed and where a mysterious institute does clandestine research on a crumbling estate.

The closer Ethan gets to the truth, the more he realizes that no place—be it quiet forest or suburban street—is completely safe. And that the past has a way of haunting the present.",https://www.goodreads.com/book/show/61458888-you-shouldn-t-have-come-here,"93,452","13,146","367 pages, Hardcover"," First published June 18, 2024"
460,The Last Party,A.R. Torre,4.12,"A loving mother. A notorious murderer. They both have reasons to hide their secrets in a novel of escalating shock and suspense by New York Times bestselling author A. R. Torre.

Perla Wultz lives with her husband, Grant, and their precious daughter, Sophie, in a gated Pasadena community. Affluent, sociable, and accomplished, Perla plays the part of loving wife and mother to perfection. It seems an ideal life, if not for a decades-old crime that has become Perla’s dark and consuming secret obsession.

Twenty-three years ago, Leewood Folcrum confessed to murdering two young girls during a birthday party. Though he’s been condemned to a life sentence, his crime is not forgotten. Not by Perla, nor by an inquisitive doctoral student interviewing Folcrum for his dissertation. He’s getting the killer to open up—about his motives, his confession, and the truth of what really happened on that horrible night.

As the past and the present entwine, the deceptions behind the infamous murder begin to surface. But who’s deceiving who now? And why? And as an ingeniously twisted plan is set in motion, who will be the next to die?",https://www.goodreads.com/book/show/199026522-middle-of-the-night,"25,898","2,821","349 pages, Kindle Edition"," First published August 20, 2024"
461,"If You Tell: A True Story of Murder, Family Secrets, and the Unbreakable Bond of Sisterhood",Gregg Olsen,3.99,"A True Story of Murder, Family Secrets, and the Unbreakable Bond of Sisterhood

After more than a decade, when sisters Nikki, Sami, and Tori Knotek hear the word mom, it claws like an eagle’s talons, triggering memories that have been their secret since childhood. Until now.
For years, behind the closed doors of their farmhouse in Raymond, Washington, their sadistic mother, Shelly, subjected her girls to unimaginable abuse, degradation, torture, and psychic terrors. Through it all, Nikki, Sami, and Tori developed a defiant bond that made them far less vulnerable than Shelly imagined. Even as others were drawn into their mother’s dark and perverse web, the sisters found the strength and courage to escape an escalating nightmare that culminated in multiple murders.",https://www.goodreads.com/book/show/205837684-the-last-party,"300,168","24,755","431 pages, Kindle Edition"," First published December 1, 2019"
462,Five Survive,Holly Jackson,4.07,"Eight hours.
Six friends.
One sniper . . .

Eighteen year old Red and her friends are on a road trip in an RV, heading to the beach for Spring Break. It’s a long drive but spirits are high. Until the RV breaks down in the middle of nowhere. There’s no mobile phone reception and nobody around to help. And as the wheels are shot out, one by one, the friends realise that this is no accident. There’s a sniper out there in the dark watching them and he knows exactly who they are. One of the group has a secret that the sniper is willing to kill for.

A game of cat-and-mouse plays out as the group desperately tries to get help and to work out which member of the group is the target. Buried secrets are forced to light in the cramped, claustrophobic setting of the RV, and tensions within the group will reach deadly levels. Not everyone will survive the night.",https://www.goodreads.com/book/show/45299992-if-you-tell,"191,636","33,161","391 pages, Hardcover"," First published November 29, 2022"
463,That's Not My Name,Megan Lally,4.09,"She thought she had her life back. She was wrong. It was a mistake to trust him.

Shivering and bruised, a teen wakes up on the side of a dirt road with no memory of how she got there―or who she is. A passing officer takes her to the police station, and not long after, a frantic man arrives. He's been searching for her for hours. He has her school ID, her birth certificate, and even family photos. He is her father. Her name is Mary. Or so he says.

When Lola slammed the car door and stormed off into the night, Drew thought they just needed some time to cool off. Except Lola disappeared, and the sheriff, his friends, and the whole town are convinced Drew murdered his girlfriend. Forget proving his innocence, he needs to find her before it's too late. The longer Lola is missing, the fewer leads there are to follow…and the more danger they both are in.",https://www.goodreads.com/book/show/61313902-five-survive,"54,069","7,569","297 pages, Paperback"," First published December 26, 2023"
464,It,Stephen King,4.24,"Welcome to Derry, Maine ...

It’s a small city, a place as hauntingly familiar as your own hometown. Only in Derry the haunting is real ...

They were seven teenagers when they first stumbled upon the horror. Now they are grown-up men and women who have gone out into the big world to gain success and happiness. But none of them can withstand the force that has drawn them back to Derry to face the nightmare without an end, and the evil without a name.",https://www.goodreads.com/book/show/123429195-that-s-not-my-name,"1,169,031","38,439","1116 pages, Paperback"," First published September 15, 1986"
465,Carrie,Stephen King,3.99,"A modern classic, Carrie introduced a distinctive new voice in American fiction -- Stephen King. The story of misunderstood high school girl Carrie White, her extraordinary telekinetic powers, and her violent rampage of revenge, remains one of the most barrier-breaking and shocking novels of all time.

Make a date with terror and live the nightmare that is...Carrie
--back cover",https://www.goodreads.com/book/show/830502.It,"768,990","28,339","272 pages, Mass Market Paperback"," First published April 5, 1974"
466,The Haunting of Hill House,Shirley Jackson,3.82,"It is the story of four seekers who arrive at a notoriously unfriendly pile called Hill House: Dr. Montague, an occult scholar looking for solid evidence of a ""haunting""; Theodora, the lighthearted assistant; Eleanor, a friendless, fragile young woman well acquainted with poltergeists; and Luke, the future heir of Hill House. At first, their stay seems destined to be merely a spooky encounter with inexplicable phenomena. But Hill House is gathering its powers—and soon it will choose one of them to make its own.",https://www.goodreads.com/book/show/10592.Carrie,"336,944","32,980","182 pages, Paperback"," First published October 16, 1959"
467,Pet Sematary,Stephen King,4.07,"'This is an alternate Cover Edition for ASIN: B00K3NEE56. When the Creeds move into a beautiful old house in rural Maine, it all seems too good to be true: physician father, beautiful wife, charming little daughter, adorable infant son-and now an idyllic home. As a family, they've got it all...right down to the friendly car. But the nearby woods hide a blood-chilling truth-more terrifying than death itself-and hideously more powerful. The Creeds are going to learn that sometimes dead is better.",https://www.goodreads.com/book/show/89717.The_Haunting_of_Hill_House,"632,258","27,536","580 pages, Kindle Edition"," First published November 14, 1983"
468,Frankenstein: The 1818 Text,"Mary Wollstonecraft Shelley, Charlotte Gordon",3.88,"This is a previously-published edition of ISBN 9780143131847.

Mary Shelley's seminal novel of the scientist whose creation becomes a monster.

This edition is the original 1818 text, which preserves the hard-hitting and politically charged aspects of Shelley's original writing, as well as her unflinching wit and strong female voice. This edition also includes a new introduction and suggestions for further reading by author and Shelley expert Charlotte Gordon, literary excerpts and reviews selected by Gordon and a chronology and essay by preeminent Shelley scholar Charles E. Robinson.",https://www.goodreads.com/book/show/33124137-pet-sematary,"1,681,831","70,664","260 pages, Paperback"," First published January 1, 1818"
469,’Salem’s Lot,Stephen King,4.1,"Librarian's Note: Alternate-cover edition for ISBN 0450031063

Thousands of miles away from the small township of 'Salem's Lot, two terrified people, a man and a boy, still share the secrets of those clapboard houses and tree-lined streets. They must return to 'Salem's Lot for a final confrontation with the unspeakable evil that lives on in the town.",https://www.goodreads.com/book/show/35031085-frankenstein,"607,133","23,342","483 pages, Paperback"," First published October 17, 1975"
470,Misery,Stephen King,4.23,"Alternate cover editions here and here.

Paul Sheldon. He's a bestselling novelist who has finally met his biggest fan. Her name is Annie Wilkes and she is more than a rabid reader - she is Paul's nurse, tending his shattered body after an automobile accident. But she is also his captor, keeping him prisoner in her isolated house.",https://www.goodreads.com/book/show/11590._Salem_s_Lot,"773,516","30,149","370 pages, Paperback"," First published June 8, 1987"
471,The Stand,"Grover Gardner, Stephen King",4.35,"First came the days of the plague. Then came the dreams. Dark dreams that warned of the coming of the dark man. The apostate of death, his worn-down boot heels tramping the night roads. The warlord of the charnel house and Prince of Evil. His time is at hand. His empire grows in the west and the Apocalypse looms.
For hundreds of thousands of fans who read The Stand in its original version and wanted more, this new edition is Stephen King's gift. And those who are listening to The Stand for the first time will discover a triumphant and eerily plausible work of the imagination that takes on the issues that will determine our survival.",https://www.goodreads.com/book/show/10614.Misery,"786,844","31,306","Audiobook, First published October 3", 1978
472,House of Leaves,Mark Z. Danielewski,4.09,"A young family moves into a small home on Ash Tree Lane where they discover something is terribly wrong: their house is bigger on the inside than it is on the outside.

Of course, neither Pulitzer Prize-winning photojournalist Will Navidson nor his companion Karen Green was prepared to face the consequences of that impossibility, until the day their two little children wandered off and their voices eerily began to return another story—of creature darkness, of an ever-growing abyss behind a closet door, and of that unholy growl which soon enough would tear through their walls and consume all their dreams.",https://www.goodreads.com/book/show/87591651-the-stand,"180,724","18,950","710 pages, Paperback"," First published May 7, 2000"
473,We Have Always Lived in the Castle,"Jonathan Lethem, Shirley Jackson",3.93,"Shirley Jackson’s beloved gothic tale of a peculiar girl named Merricat and her family’s dark secret

Taking readers deep into a labyrinth of dark neurosis, We Have Always Lived in the Castle is a deliciously unsettling novel about a perverse, isolated, and possibly murderous family and the struggle that ensues when a cousin arrives at their estate. This edition features a new introduction by Jonathan Lethem.",https://www.goodreads.com/book/show/24800.House_of_Leaves,"252,739","29,400","146 pages, Paperback"," First published September 21, 1962"
474,Interview with the Vampire,Anne Rice,4.02,"This is the story of Louis, as told in his own words, of his journey through mortal and immortal life. Louis recounts how he became a vampire at the hands of the radiant and sinister Lestat and how he became indoctrinated, unwillingly, into the vampire way of life. His story ebbs and flows through the streets of New Orleans, defining crucial moments such as his discovery of the exquisite lost young child Claudia, wanting not to hurt but to comfort her with the last breaths of humanity he has inside. Yet, he makes Claudia a vampire, trapping her womanly passion, will, and intelligence inside the body of a small child. Louis and Claudia form a seemingly unbreakable alliance and even ""settle down"" for a while in the opulent French Quarter. Louis remembers Claudia's struggle to understand herself and the hatred they both have for Lestat that sends them halfway across the world to seek others of their kind. Louis and Claudia are desperate to find somewhere they belong, to find others who understand, and someone who knows what and why they are.

Louis and Claudia travel Europe, eventually coming to Paris and the ragingly successful Theatre des Vampires--a theatre of vampires pretending to be mortals pretending to be vampires. Here they meet the magnetic and ethereal Armand, who brings them into a whole society of vampires. But Louis and Claudia find that finding others like themselves provides no easy answers and in fact presents dangers they scarcely imagined.

Originally begun as a short story, the book took off as Anne wrote it, spinning the tragic and triumphant life experiences of a soul. As well as the struggles of its characters, Interview captures the political and social changes of two continents. The novel also introduces Lestat, Anne's most enduring character, a heady mixture of attraction and revulsion. The book, full of lush description, centers on the themes of immortality, change, loss, sexuality, and power.
source: annerice.com",https://www.goodreads.com/book/show/89724.We_Have_Always_Lived_in_the_Castle,"613,050","18,642","346 pages, Paperback"," First published April 12, 1976"
475,Doctor Sleep,Stephen King,4.13,"Stephen King returns to the characters and territory of one of his most popular novels ever, The Shining, in this instantly riveting novel about the now middle-aged Dan Torrance (the boy protagonist of The Shining) and the very special 12-year-old girl he must save from a tribe of murderous paranormals.

On highways across America, a tribe of people called The True Knot travel in search of sustenance. They look harmless - mostly old, lots of polyester, and married to their RVs. But as Dan Torrance knows, and spunky 12-year-old Abra Stone learns, The True Knot are quasi-immortal, living off the ""steam"" that children with the ""shining"" produce when they are slowly tortured to death.

Haunted by the inhabitants of the Overlook Hotel where he spent one horrific childhood year, Dan has been drifting for decades, desperate to shed his father's legacy of despair, alcoholism, and violence. Finally, he settles in a New Hampshire town, an AA community that sustains him, and a job at a nursing home where his remnant ""shining"" power provides the crucial final comfort to the dying. Aided by a prescient cat, he becomes ""Doctor Sleep.""

Then Dan meets the evanescent Abra Stone, and it is her spectacular gift, the brightest shining ever seen, that reignites Dan's own demons and summons him to a battle for Abra's soul and survival. This is an epic war between good and evil, a gory, glorious story that will thrill the millions of hyper-devoted fans of The Shining and wildly satisfy anyone new to the territory of this icon in the King canon.",https://www.goodreads.com/book/show/43763.Interview_with_the_Vampire,"274,368","24,203","531 pages, Hardcover"," First published September 24, 2013"
476,American Bulk: Essays on Excess,Emily Mester,3.91,"Raised with hoarding and compulsive shopping, Emily Mester is caught in between. What happens when consumption begins to consume you back?

In a series of deeply personal essays, Mester explores how the things we buy, eat, amass, and discard become an intimate part of our lives. We guiltily watch Amazon boxes pile up on the porch, wade through endless reviews to find the perfect product, and crave the comforting indulgence of a chain restaurant. With humor and sharp intellect, Mester reflects on the joys and anxieties of Costco trips, how a seasonal stint at Ulta Beauty taught her the insidious art of the sale, and what it means to get “mall sad.” In a nuanced examination of diet culture and fatness, Mester recounts her teenage summer at fat camp and the unexpected liberation she finds there. Finally, she ventures to Storm Lake, Iowa, to reckon with her grandmother’s abandoned hoard, excavating the dysfunction that lies at the heart of her family’s obsession with stuff. introduces readers to a striking new literary talent from the American heartland, one who dares to ask us to regard consumption not with guilt but with grace and empathy.",https://www.goodreads.com/book/show/16130549-doctor-sleep,67,28,"240 pages, Paperback"," First published November 26, 2024"
477,Hollow: A Memoir of My Body in the Marines,Bailey Brett Williams,4.04,"A powerful, coming-of-age memoir of one girl’s struggle, adrift in warrior culture

At eighteen, Bailey Williams bolted from her strict Mormon upbringing to a Marine recruiting office to enlist as a 2600 — a military linguist. But the first language the Marine Corps taught her wasn’t Arabic, Farsi, or Dari. It was how Marines speak to, and about, women. There are only three kinds of women in the Marine Corps, she was told: you can be a bitch, a dyke, or a whore.

Determined to prove she’s not whatever it is the men around her believe a woman to be, Private Williams turned to an eating disorder, intending to show her discipline through the visible testament of bone. She ran endurance distances on an increasingly Spartan diet, shoving through her own body’s resistance. Pushed to the brink by a leadership and a culture that demands women shrink themselves, she finally looked to the girls around her, and began to wonder what else she’s losing. Quietly but inexorably, the power of other women’s stories whispered an alternative path to what it means to be a woman, and a warrior.

 is a story for anyone whose identity has been prescribed to them—and has dared question if there is another way to live.",https://www.goodreads.com/book/show/205478800-american-bulk,27,11,"320 pages, Hardcover"," First published November 19, 2024"
478,The Nutcracker Chronicles: A Fairytale Memoir,Janine Kovac,4.22,"Perfect for The Nutcracker holiday market and fans of work/life balance books, this memoir of a ballet dancer–turned–literary curator shares the real-life journey of a dancer, wife, and mother.

The Nutcracker Chronicles, a modern twist on the beloved holiday ballet, intertwines the story of Clara and her nutcracker prince with the true-life stories that unfold backstage.

Janine Kovac was seven years old when she got a fluttery feeling in her chest while watching her first performance of The Nutcracker. From that moment, she knew she wanted to be a ballerina. It wasn’t long before she herself was dancing the part of a snowflake, flower, mouse, soldier, and Fritz, Clara’s brother, who snatches the nutcracker from her and yanks off its head—all in search of the magic she felt only on the stage.

The Nutcracker Chronicles tells the story of Janine’s pursuit of an elusive dream that compels her to endure blistered toes, weekly weigh-ins, second-hand pointe shoes, and constant insults from her directors. Why can’t you just dance like a pretty girl?

Over a twelve-year career, Janine dances with ballet companies in San Francisco, Seattle, Germany, Iceland, and Italy, returning home every holiday season to perform The Nutcracker with Ballet El Paso. Despite the challenges of the ballet world, Janine can’t resist the inner glow and effortlessness she feels on stage, under the lights, dancing to Tchaikovsky in the Land of Sweets, ruled by a sugar plum fairy. That’s when she feels beautiful.",https://www.goodreads.com/book/show/207004026-hollow,18,12,"216 pages, Paperback"," First published November 12, 2024"
479,What the Chicken Knows: A New Appreciation of the World's Most Familiar Bird,Sy Montgomery,3.93,"A charming and eye-opening exploration of the special relationship between humans and chickens from Sy Montgomery, “one of our finest chroniclers of the natural world” (The New York Times).

For more than two decades, Sy Montgomery—whose The Soul of an Octopus was a National Book Award finalist—has kept a flock of chickens in her backyard. Each chicken has an individual personality (outgoing or shy, loud or quiet, reckless or cautious) and connects with Sy in her own way.

In this short, delightful book, Sy takes us inside the flock and reveals all the things that make chickens such remarkable only hours after leaving the egg, they are able to walk, run, and peck; relationships are important to them and the average chicken can recognize more than one hundred other chickens; they remember the past and anticipate the future; and they communicate specific information through at least twenty-four distinct calls. Visitors to her home are astonished by all this, but for Sy what’s more astonishing is how little most people know about chickens, especially considering there are about twenty percent more chickens on earth than people.

With a winning combination of personal narrative and science, is exactly the kind of book that has made Sy Montgomery such a beloved and popular author.",https://www.goodreads.com/book/show/211350368-the-nutcracker-chronicles,468,115,"91 pages, Kindle Edition"," First published November 5, 2024"
480,The Season,Helen Garner,4.52,"It’s footy season in Melbourne, and Helen Garner is following her grandson’s under-16s team. She not only goes to every game (give or take), but to every training session too, shivering on the sidelines at dusk, fascinated by the spectacle.


She’s a passionate Western Bulldogs fan (with an imperfect grasp of the rules) who loves the epic theatre of AFL football. But her devotion to the under-16s offers her something else. This is her chance to connect with her youngest grandchild, to be close to him before he rushes headlong into manhood. To witness his triumphs and defeats, to fear for his safety in battle, to gasp and to cheer for his team as it fights for a place in the finals.


With her sharp eye, her generous wit and her warm humour, Garner documents this pivotal moment, both as part of the story and as silent witness. is an unexpected and exuberant a celebration of the nobility, grace and grit of team spirit, a reflection on the nature of masculinity, and a tribute to the game’s power to thrill us.",https://www.goodreads.com/book/show/208145504-what-the-chicken-knows,94,20,"Kindle Edition, First published November 26", 2024
481,Be Ready When the Luck Happens: A Memoir,Ina Garten,4.41,"In her long-awaited memoir, Ina Garten—aka the Barefoot Contessa, author of thirteen bestselling cookbooks, beloved Food Network personality, Instagram sensation, and cultural icon—shares her personal story with readers hungry for a seat at her table. 

Here, for the first time, Ina Garten presents an intimate, entertaining, and inspiring account of her remarkable journey. Ina’s gift is to make everything look easy, yet all her accomplishments have been the result of hard work, audacious choices, and exquisite attention to detail. In her unmistakable voice (no one tells a story like Ina), she brings her past and her process to life in a high-spirited and no-holds-barred memoir that chronicles decades of personal challenges, adventures (and misadventures) and unexpected career twists, all delivered with her signature combination of playfulness and purpose.

From a difficult childhood to meeting the love of her life, Jeffrey, and marrying him while still in college, from a boring bureaucratic job in Washington, D.C., to answering an ad for a specialty food store in the Hamptons, from the owner of one Barefoot Contessa shop to author of bestselling cookbooks and celebrated television host, Ina has blazed her own trail and, in the meantime, taught millions of people how to cook and entertain. Now, she invites them to come closer to experience her story in vivid detail and to share the important life lessons she learned along the way: do what you love because if you love it you’ll be really good at it, swing for the fences, and always .",https://www.goodreads.com/book/show/214273049-the-season,"24,743","3,388","320 pages, Hardcover"," First published October 1, 2024"
482,Liliana's Invincible Summer: A Sister's Search for Justice,Cristina Rivera Garza,4.33,"A haunting, unforgettable memoir about a beloved younger sister and the painful memory of her murder, from one of Mexico's greatest living writers (Jonathan Lethem).

Can you enjoy yourself while you are in pain? The question, which is not new, arises over and over again during that eternity that is mourning.



In the early hours of July 16, 1990, Liliana Rivera Garza was murdered by her abusive ex-boyfriend. A life full of promise and hope, cut tragically short, Liliana's story instead became subsumed into Mexico's dark and relentless history of domestic violence. With Liliana's case file abandoned by a corrupt criminal justice system, her family, including her older sister Cristina, was forced to process their grief and guilt in private, without any hope for justice.

In luminous, poetic prose, Rivera Garza tells a singular yet universally resonant story: that of a spirited, wondrously hopeful young woman who tried to survive in a world of increasingly normalized gendered violence. It traces the story of her childhood, her early romance with a handsome--but possessive and short-tempered--man, through the exhilarating weeks leading up to that fateful July morning, a summer when Liliana loved, thought, and traveled more widely and freely than she ever had before.

Using her remarkable talents as a scholar, novelist, and poet, Cristina Rivera Garza returns to Mexico after decades of living in the United States to collect and curate evidence--handwritten letters, police reports, school notebooks, architectural blueprints--in order to render and understand a life beyond the crime itself. Tracing the full arc of their childhood and adolescence in central Mexico, through the painful and confusing years after Liliana's death, Rivera Garza confronts the trauma of losing her sister, and examines from multiple angles how this tragedy continues to shape who she is--and what she fights for--today.",https://www.goodreads.com/book/show/209192698-be-ready-when-the-luck-happens,"12,691","2,343","320 pages, Hardcover"," First published October 3, 2024"
483,From Here to the Great Unknown: A Memoir,"Lisa Marie Presley, Riley Keough",4.4,"Born to an American myth and raised in the wilds of Graceland, Lisa Marie Presley tells her whole story for the first time in this raw, riveting, one-of-a-kind memoir faithfully completed by her daughter, Riley Keough.

In 2022, Lisa Marie Presley asked her daughter to help finally finish her long-gestating memoir.

A month later, Lisa Marie was dead, and the world would never know her story in her own words, never know the passionate, joyful, caring, and complicated woman that Riley loved and grieved.

Riley got the tapes that her mother had recorded for the book, laid in her bed, and listened as Lisa Marie told story after story about smashing golf carts together in the yards of Graceland, about the unconditional love she felt from her father, about being upstairs, just the two of them. About getting dragged screaming out of the bathroom as she ran towards his body on the floor. About living in Los Angeles with her mother, getting sent to school after school, always kicked out, always in trouble. About her singular, lifelong relationship with Danny Keough, about being married to Michael Jackson, what they shared in common. About motherhood. About deep addiction. About ever-present grief. Riley knew she had to fulfill her mother’s wish to reveal these memories, incandescent and painful, to the world.

To make her mother known.

This extraordinary book is written in both Lisa Marie’s and Riley’s voices, a mother and daughter communicating—from this world to the one beyond—as they try to heal each other. Profoundly moving and deeply revealing, is a book like no other—the last words of the only child of an American icon.",https://www.goodreads.com/book/show/61111247-liliana-s-invincible-summer,"24,730","3,447","304 pages, Hardcover"," First published October 8, 2024"
